keyword,provider,is_brand,course_id,title,position,page
Agile Arbeitsmethoden,Leecon TS GmbH,0,10410331349,"Projektmanagement mit PRINCE2 Agile®, Informationssicherheit nach ISO 27001 und digitale Arbeitsmethoden in KMU",1,1
Agile Arbeitsmethoden,OneCareer,0,10397228000,Agile Arbeitsmethoden und Medienproduktionsschritte,2,1
Agile Arbeitsmethoden,mycareernow,0,10396861546,"Projektmanagement und virtuelle Assistenz mit Datenschutz, KI-Tools und agilen Arbeitsmethoden",3,1
Agile Arbeitsmethoden,ecomex GmbH & Co. KG,1,10338436236,KI-Anwendung & Agile Arbeitsmethoden,4,1
Agile Arbeitsmethoden,A-Leecon GmbH,0,10393684732,"IT-Service-Management mit ITIL 4 und agilen Arbeitsmethoden: Monitoring, Support, Fulfilment und Business Agility",5,1
Agile Arbeitsmethoden,Leecon TS GmbH,0,10397460773,Digitale Arbeitsmethoden und KI-Grundlagen für Projektmanager in KMU · Agentic-Workflows,6,1
Agile Arbeitsmethoden,MESH® ACADEMY,0,10335130804,Spezialist:in für agile Arbeitsmethoden und Teamcoaching,7,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10308881471,Agile Change Masterclass,8,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10315110780,Agile Change Coaching,9,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10398647162,Agiles Projektmanagement,10,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10308889954,Agile Transformation Specialization,11,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10308881507,Agile Project Leadership,12,1
Agile Arbeitsmethoden,Berger Bildungsinstitut GmbH,0,10403937163,Agile Personalarbeit und Projektmanagement im HR-Bereich,13,1
Agile Arbeitsmethoden,Berger Bildungsinstitut GmbH,0,10403910398,Agile Methoden im Personalmanagement und HR-Projektarbeit,14,1
Agile Arbeitsmethoden,New Horizons Mitte,0,10410135042,Teamleader - Agiles Projektmanagement und MS Project,15,1
Agile Arbeitsmethoden,New Horizons Nord / West,0,10410171081,Teamleader - Agiles Projektmanagement und MS Project,16,1
Agile Arbeitsmethoden,Digitale Leute School,0,10369947887,Agiles Arbeiten im Produktmanagement,17,1
Agile Arbeitsmethoden,New Horizons Akademie,0,10409838259,Teamleader - Agiles Projektmanagement und MS Project,18,1
Agile Arbeitsmethoden,IU Akademie IU Internationale Hochschule,0,10308886704,Agile Team Management,19,1
Agile Arbeitsmethoden,Berger Bildungsinstitut GmbH,0,10403910338,Agiles HR-Management und Steuerung von Personalprojekten,20,1
Agile Arbeitsmethoden,A-Leecon GmbH,0,10393678120,KI und Automatisierung und Agile Coach,21,2
Agile Arbeitsmethoden,A-Leecon GmbH,0,10393782682,ChatGPT und Agiles Coaching,22,2
Agile Arbeitsmethoden,Berger Bildungsinstitut GmbH,0,10403912208,Agile HR-Prozessgestaltung und Projektarbeit mit Scrum,23,2
Agile Arbeitsmethoden,New Horizons Nord,0,10409826781,Teamleader - Agiles Projektmanagement und MS Project,24,2
Agile Arbeitsmethoden,A-Leecon GmbH,0,10393666437,KI-gestützte Datenanalyse und Agile Coach,25,2
AI für Anfänger,Academy NH Süd,0,10407824633,Datenanalyse + Artificial Intelligence (AI): Data Analyst - Grundlagen für Anfänger 2.0 mit Künstlicher Intelligenz (KI),1,1
AI für Anfänger,Academy NH Süd,0,10407814173,Datenanalyse + Artificial Intelligence (AI): Data Analyst - Grundlagen für Anfänger 5.0 mit Künstlicher Intelligenz (KI),2,1
AI für Anfänger,New Horizons München - IT Computer und Business Trainings,0,10405681826,Datenanalyse + Artificial Intelligence (AI): Data Analyst - Grundlagen für Anfänger 2.0 mit Künstlicher Intelligenz (KI),3,1
AI für Anfänger,New Horizons München - IT Computer und Business Trainings,0,10405685013,Datenanalyse + Artificial Intelligence (AI): Data Analyst - Grundlagen für Anfänger 5.0 mit Künstlicher Intelligenz (KI),4,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405669422,Python Intensivkurs von Anfänger bis Profi,5,1
AI für Anfänger,Academy NH Süd,0,10407830649,Python Grundlagenkurs für Anfänger mit Übungen,6,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405655008,Python Grundlagenkurs für Anfänger mit Übungen,7,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10373009439,Programmierung : Python für Anfänger,8,1
AI für Anfänger,Academy NH Süd,0,10407828183,Python Intensivkurs von Anfänger bis Profi,9,1
AI für Anfänger,Academy NH Süd,0,10406874609,Python Programmieren für Anfänger,10,1
AI für Anfänger,Academy NH Süd,0,10407818784,Künstliche Intelligenz für Anfänger,11,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10372996742,Python Programmieren für Anfänger,12,1
AI für Anfänger,Academy NH Süd,0,10406895383,Programmierung : Python für Anfänger,13,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10373007355,Künstliche Intelligenz für Anfänger,14,1
AI für Anfänger,Academy NH Süd,0,10407765676,PowerPoint-Tipps für Anfänger,15,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405692725,PowerPoint-Tipps für Anfänger,16,1
AI für Anfänger,brainymotion,0,10406660622,KI-Administrator*in mit Zusatzqualifikation Erstellen von Web-Apps mit ASP.NET Core für Anfänger,17,1
AI für Anfänger,Academy NH Süd,0,10407824036,Datenanalyse Intensivkurs - Von Anfänger bis Profi,18,1
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405658143,Datenanalyse Intensivkurs - Von Anfänger bis Profi,19,1
AI für Anfänger,OneCareer,0,10401044666,"KI inklusive AI Act, Datenschutz und rechtlicher Grundlagen",20,1
AI für Anfänger,Academy NH Süd,0,10407806254,Windows Server Intensivkurs für Administratoren von Anfänger bis Profi,21,2
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405636975,Windows Server Intensivkurs für Administratoren von Anfänger bis Profi,22,2
AI für Anfänger,Academy NH Süd,0,10407785246,Cloud Computing Intensivkurs mit Microsoft Azure von Anfänger bis Profi,23,2
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405644415,Cloud Computing Intensivkurs mit Microsoft Azure von Anfänger bis Profi,24,2
AI für Anfänger,New Horizons München - IT Computer und BusinessTraining Trainings,0,10357133483,Data Analyst - Daten Analyse für Anfänger,25,2
AI Marketing,neuefische GmbH,0,10334192861,Application Manager im Marketing (mit AI),1,1
AI Marketing,neuefische GmbH,0,10334192183,SEO SEA Strategie in der Marketing (mit AI),2,1
AI Marketing,New Horizons Hamburg / Bremen,0,10397104244,Künstliche Intelligenz - KI / AI - AI + Marketing,3,1
AI Marketing,velpTEC GmbH,0,10404189692,AI Performance Marketing,4,1
AI Marketing,velpTEC GmbH,0,10405891842,AI Marketing Optimization,5,1
AI Marketing,Talentspring Academy Group,0,10407911007,AI Marketing Specialist,6,1
AI Marketing,Talentspring Academy Group,0,10411352356,Generative AI und Marketing,7,1
AI Marketing,GrandEdu GmbH,0,10385228069,AI Marketing Speaker,8,1
AI Marketing,velpTEC GmbH,0,10405924757,AI Content Marketing,9,1
AI Marketing,Masters of Digital GmbH,0,10409566996,Influencer Marketing mit AI,10,1
AI Marketing,Academy NH Süd,0,10407798094,AI Marketing Kurs mit AI Marketing und Context Engineering Praxis,11,1
AI Marketing,neuefische GmbH,0,10334192487,Marketing Automatisierung mit AI,12,1
AI Marketing,ecomex GmbH & Co. KG,1,10392169900,KI- und Online Marketing Manager,13,1
AI Marketing,Agile Heroes GmbH,0,10405609884,AI Marketing Manager,14,1
AI Marketing,ecomex GmbH & Co. KG,1,10392170158,KI- und Online Marketing Manager Advanced,15,1
AI Marketing,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405629802,AI Marketing Kurs mit AI Marketing und Context Engineering Praxis,16,1
AI Marketing,neuefische GmbH,0,10332080245,Datenvisualisierung mit AI im Tableau,17,1
AI Marketing,Talentspring Academy Group,0,10411255333,AI Engineer,18,1
AI Marketing,A-Leecon GmbH,0,10389257219,Marketing mit KI/AI,19,1
AI Marketing,neuefische GmbH,0,10334195593,Marketingkampagnen design mit AI,20,1
AI Marketing,velpTEC GmbH,0,10405847795,Marketing Automation with AI,21,2
AI Marketing,Academy NH Süd,0,10407801780,KI Kurs für Business mit AI Sales und AI Marketing Praxis,22,2
AI Marketing,velpTEC GmbH,0,10405837047,AI based Content-Marketing,23,2
AI Marketing,Masters of Digital GmbH,0,10405938096,AI Advertising im Online Marketing,24,2
AI Marketing,Karriere Tutor GmbH,0,99101585,AI-Driven Marketing Manager,25,2
AI Weiterbildung,ecomex GmbH & Co. KG,1,10396774017,Weiterbildung im E-Commerce mit KI,1,1
AI Weiterbildung,Smart Future Campus GmbH,0,10350394560,Weiterbildung in Webscraping AI: Machine Learning und REST-API,2,1
AI Weiterbildung,StackFuel GmbH,0,10397827251,AI Weiterbildung und Programmieren mit Python,3,1
AI Weiterbildung,StackFuel GmbH,0,10397782624,AI Weiterbildung und Data Analytics,4,1
AI Weiterbildung,StackFuel GmbH,0,10397826924,AI Weiterbildung und Business Intelligence,5,1
AI Weiterbildung,StackFuel GmbH,0,10397783397,AI Weiterbildung und Data Science,6,1
AI Weiterbildung,neuefische GmbH,0,10332074542,Performance Marketing mit AI Weiterbildung,7,1
AI Weiterbildung,Berger Bildungsinstitut GmbH,0,10403888204,AI Literacy Weiterbildung - Künstliche Intelligenz verstehen & anwenden,8,1
AI Weiterbildung,neuefische GmbH,0,10313270709,"AI Weiterbildung mit Data Science, ML und modellierung",9,1
AI Weiterbildung,ECOZA Education GmbH,0,10408355439,Weiterbildung zum IT-KI Anwendungsberater für digitalen Handel mit individuellem Eintritt_Experten,10,1
AI Weiterbildung,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405629259,Künstliche Intelligenz Kurs für Weiterbildung mit AI Learning Development und Foundation Praxis,11,1
AI Weiterbildung,Academy NH Süd,0,10407797331,Künstliche Intelligenz Kurs für Weiterbildung mit AI Learning Development und Foundation Praxis,12,1
AI Weiterbildung,Smart Future Campus GmbH,0,10359890059,Weiterbildung in Machine Learning: AI-Funktionen und Skripting in Power BI,13,1
AI Weiterbildung,Codeverge GmbH,0,10363496998,AI Professional (modulare Weiterbildung) KI-Compliance in der Praxis (Modul 5),14,1
AI Weiterbildung,Mentify Learn GmbH,0,10368019506,KI Management Weiterbildung: E-Commerce und AI,15,1
AI Weiterbildung,Codeverge GmbH,0,10363496984,"AI Professional (modulare Weiterbildung) Responsible AI, Compliance und Governance (Modul 4)",16,1
AI Weiterbildung,ECOZA Education GmbH,0,10408336066,Weiterbildung zum IT-KI Anwendungsberater für digitalen Handel mit individuellem Eintritt - Basis,17,1
AI Weiterbildung,StartSteps Digital Education GmbH,0,10384679444,Weiterbildung KI- & Prozessautomatisierung (AI Automation Specialist),18,1
AI Weiterbildung,Codeverge GmbH,0,10363496483,AI Professional (modulare Weiterbildung) Agentic AI & praktische Umsetzung (Modul 3),19,1
AI Weiterbildung,Haiting GmbH,0,10406568005,Berufliche Weiterbildung: Spezialist*in für KI-gestützte Geschäftsprozesse und digitale Automatisierung (rechtssicherer Einsatz),20,1
AI Weiterbildung,neuefische GmbH,0,10331042190,KI-Produktmanager Weiterbildung,21,2
AI Weiterbildung,WBK Akademie GmbH,0,10385646485,"Content Marketing Weiterbildung: Storytelling, AI (Künstliche Intelligenz) und Automation",22,2
AI Weiterbildung,inab - Ausbildungs- und Beschäftigungsgesellschaft des bfw mbH,0,10405920636,Weiterbildung - KI und Big Data,23,2
AI Weiterbildung,Smart Future Campus GmbH,0,10350585196,Weiterbildung: Prozessautomatisierung mit Microsoft Tools,24,2
AI Weiterbildung,inab - Ausbildungs- und Beschäftigungsgesellschaft des bfw mbH,0,10405892681,Weiterbildung - KI und Prompt Engineering,25,2
AI-Kurs,Academy NH Süd,0,10407808174,AI Kurs für HR und Training mit AI Educator und AI Foundation Praxis,1,1
AI-Kurs,Academy NH Süd,0,10407798094,AI Marketing Kurs mit AI Marketing und Context Engineering Praxis,2,1
AI-Kurs,Academy NH Süd,0,10406832778,Scrum Master Kurs mit KI (IT Projektmanagement mit AI+ Project Manager),3,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405684783,Scrum Master Kurs mit KI (IT Projektmanagement mit AI+ Project Manager),4,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405629802,AI Marketing Kurs mit AI Marketing und Context Engineering Praxis,5,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405646720,AI Kurs für HR und Training mit AI Educator und AI Foundation Praxis,6,1
AI-Kurs,Academy NH Süd,0,10407801780,KI Kurs für Business mit AI Sales und AI Marketing Praxis,7,1
AI-Kurs,Smart Future Campus GmbH,0,10360561001,AI-Prompting-Kurs und KI-Eingaben,8,1
AI-Kurs,Academy NH Süd,0,10407799632,AI Kurs für Sales mit AI Foundation und Sales Anwendungen Praxis,9,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405633294,KI Kurs für Business mit AI Sales und AI Marketing Praxis,10,1
AI-Kurs,Academy NH Süd,0,10407797601,AI Kurs für Führungskräfte mit AI Project Manager und Chief AI Officer Strategie,11,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405626256,AI Kurs für Business Intelligence mit AI BI und Data Agent Praxis,12,1
AI-Kurs,Academy NH Süd,0,10407802106,KI Kurs Grundlagen mit AI Foundation und AI Everyone Fundamentals Praxis,13,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405629449,AI Kurs für Führungskräfte mit AI Project Manager und Chief AI Officer Strategie,14,1
AI-Kurs,Academy NH Süd,0,10407803715,AI Kurs für Data Science mit AI Data und Data Agent Praxis,15,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405644626,AI Kurs für Data Science mit AI Data und Data Agent Praxis,16,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405633953,KI Kurs Grundlagen mit AI Foundation und AI Everyone Fundamentals Praxis,17,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405640814,AI Kurs für Einsteiger mit AI Everyone Fundamentals und Prompting Grundlagen Praxis,18,1
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405630851,AI Kurs für Sales mit AI Foundation und Sales Anwendungen Praxis,19,1
AI-Kurs,Academy NH Süd,0,10407795646,AI Kurs für Einsteiger mit AI Everyone Fundamentals und Prompting Grundlagen Praxis,20,1
AI-Kurs,Academy NH Süd,0,10407808849,AI Kurs für den Arbeitsalltag mit AI Everyone Fundamentals und Context Engineering Praxis,21,2
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405638532,AI Kurs für den Arbeitsalltag mit AI Everyone Fundamentals und Context Engineering Praxis,22,2
AI-Kurs,StackFuel GmbH,0,10365095783,ChatGPT: Data Scientist Kurs - Schwerpunkt AI,23,2
AI-Kurs,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405636063,AI Prompting Kurs mit Prompting Fundamentals und Context Engineering Praxis,24,2
AI-Kurs,Academy NH Süd,0,10407804825,AI Prompting Kurs mit Prompting Fundamentals und Context Engineering Praxis,25,2
AI-Manager,Agile Heroes GmbH,0,10407638346,Prompt Design Manager,1,1
AI-Manager,neuefische GmbH,0,10334192861,Application Manager im Marketing (mit AI),2,1
AI-Manager,GrandEdu Media,0,10383140861,KI-Manager und Beauftragter (AI Manager & AI Officer),3,1
AI-Manager,ecomex GmbH & Co. KG,1,10392169900,KI- und Online Marketing Manager,4,1
AI-Manager,Agile Heroes GmbH,0,10405609884,AI Marketing Manager,5,1
AI-Manager,ecomex GmbH & Co. KG,1,10338433210,KI-Manager:in,6,1
AI-Manager,Agile Heroes GmbH,0,10409558711,KI-Social-Media-Manager,7,1
AI-Manager,ecomex GmbH & Co. KG,1,10392170158,KI- und Online Marketing Manager Advanced,8,1
AI-Manager,WBS TRAINING SE,0,10411030903,KI Manager:in - Use Cases Künstlicher Intelligenz,9,1
AI-Manager,ecomex GmbH & Co. KG,1,10384706784,KI-Manager:in Advanced,10,1
AI-Manager,Agile Heroes GmbH,0,10405609899,KI Transformation Manager für KI-Einführungen,11,1
AI-Manager,Academy NH Süd,0,10407797601,AI Kurs für Führungskräfte mit AI Project Manager und Chief AI Officer Strategie,12,1
AI-Manager,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405629449,AI Kurs für Führungskräfte mit AI Project Manager und Chief AI Officer Strategie,13,1
AI-Manager,GrandEdu GmbH,0,10383144709,AI-Manager:in mit Schwerpunkt B2C,14,1
AI-Manager,Agile Heroes GmbH,0,10407638391,Prompt Manager für generative KI-Anwendungen,15,1
AI-Manager,Academy NH Süd,0,10406832778,Scrum Master Kurs mit KI (IT Projektmanagement mit AI+ Project Manager),16,1
AI-Manager,Karriere Tutor GmbH,0,99101585,AI-Driven Marketing Manager,17,1
AI-Manager,mycareernow,0,10396970107,Senior AI Project Manager,18,1
AI-Manager,New Horizons München - IT Computer und BusinessTraining Trainings,0,10405684783,Scrum Master Kurs mit KI (IT Projektmanagement mit AI+ Project Manager),19,1
AI-Manager,Agile Heroes GmbH,0,10408788433,Manager für Generative KI,20,1
AI-Manager,New Horizons Hamburg / Bremen,0,10397073628,Künstliche Intelligenz - KI / AI - AI + Project Manager,21,2
AI-Manager,WBK Akademie GmbH,0,10410404715,AI Business & Project Manager,22,2
AI-Manager,Itera Campus,0,10405974692,AI-Product-Manager Outcomes,23,2
AI-Manager,ImpaQt Education Group,0,10401003305,AI-Product-Manager Datenanalyse,24,2
AI-Manager,Agile Heroes GmbH,0,10405609888,AI Operations Manager,25,2
Bilder bearbeiten,WBS TRAINING SE,0,10407306154,Informationsprodukte - Grafiken und Bilder,1,1
Bilder bearbeiten,ecomex GmbH & Co. KG,1,10396775621,Bild- und Videoerstellung mit Canva & KI,2,1
Bilder bearbeiten,Business Trends Academy,0,10406711805,"Mediendesigner für Bilder, Fotos, Filme und Videos",3,1
Bilder bearbeiten,Education partners GmbH,0,10402458590,Generierung und Bearbeitung von Bildern mit KI,4,1
Bilder bearbeiten,Business Trends Academy,0,10406506221,"Content Creator Bilder, Fotos, Filme und Videos",5,1
Bilder bearbeiten,Technische Akademie Esslingen - TAE,0,10383661522,"Digitale Fotografie, Bild- und Textbearbeitung für die Baustelle",6,1
Bilder bearbeiten,COMCAVE.COLLEGE GmbH,0,10401706355,Mediengestaltung - Bilder und Grafiken mit generativer KI,7,1
Bilder bearbeiten,A-Leecon GmbH,0,10390264857,KI-Bilder & Visuals erstellen - ChatGPT & Gemini,8,1
Bilder bearbeiten,future Training & Consulting GmbH,0,10193479352,Audioengineering mit Adobe Audition,9,1
Bilder bearbeiten,future Training & Consulting GmbH,0,10410850927,Audioengineering mit Adobe Audition,10,1
Bilder bearbeiten,tecteam Bildungsinstitut für Technische Kommunikation GmbH,0,10366197351,Digitale Bilder - Theorie und Praxis,11,1
Bilder bearbeiten,Handwerkskammer Trier,0,10407637425,Grundkurs Fräsen,12,1
Bilder bearbeiten,future Training & Consulting GmbH,0,10410909133,Künstliche Intelligenz - Generative KI für Audio,13,1
Bilder bearbeiten,future Training & Consulting GmbH,0,10408510037,Künstliche Intelligenz - Generative KI für Audio,14,1
Bilder bearbeiten,Talentspring Academy Group,0,10411254223,Adobe Premiere Pro und Videobearbeitung,15,1
Bilder bearbeiten,FiGD Akademie für Medienentwicklung,0,10271704866,"Portfolio-Entwicklung und Prospektgestaltung in InDesign - Mediendesign für Prospekte, Plakate, Flyer und eBooks",16,1
Bilder bearbeiten,WBS TRAINING SE,0,10407374596,Photoshop,17,1
Bilder bearbeiten,New Horizons Nord,0,10410109631,Microsoft PowerPoint 365 Einsteiger L1 (Modul 4 / 5 / 6),18,1
Bilder bearbeiten,New Horizons Mitte,0,10410193051,Microsoft PowerPoint 365 Einsteiger L1 (Modul 4 / 5 / 6),19,1
Bilder bearbeiten,New Horizons Akademie,0,10409901606,Microsoft PowerPoint 365 Einsteiger L1 (Modul 4 / 5 / 6),20,1
Bilder bearbeiten,New Horizons Mitte,0,10410184422,Microsoft Word 365 Vertiefung L3 (Modul 1 / 2 / 3),21,2
Bilder bearbeiten,Acaderist GmbH,0,10391507926,Social Media Manager (m/w/d),22,2
Bilder bearbeiten,New Horizons Nord,0,10410105811,Microsoft Word 365 Vertiefung L3 (Modul 1 / 2 / 3),23,2
Bilder bearbeiten,New Horizons Nord,0,10404403800,ICDL Internationaler Computer - Führerschein - Workforce - Base plus MS Teams,24,2
Bilder bearbeiten,New Horizons Hannover/Leipzig,0,10405712690,ICDL Internationaler Computer - Führerschein - Workforce - Base,25,2
Canva,Talentspring Academy Group,0,10407874329,Canva,1,1
Canva,Masters of Digital GmbH,0,10400301269,Social Media: Canva Marketing,2,1
Canva,Talentspring Academy Group,0,10407915088,Grafikdesign mit Canva,3,1
Canva,Forward Education GmbH,0,10388695397,Sales Consultant: Produktdemo-Optimierung mit Canva & Zoom,4,1
Canva,Nest Academy GmbH,0,10398647642,Social Media: Canva Marketing,5,1
Canva,future Training & Consulting GmbH,0,10410878834,Canva - Professionelle Content Creation,6,1
Canva,future Training & Consulting GmbH,0,10408505930,Canva - Professionelle Content Creation,7,1
Canva,Forward Education GmbH,0,10388702183,Sales Consultant: Lead-Nurturing & Angebote mit Canva,8,1
Canva,formful education GmbH,0,10360847570,Canva für Grafikdesigner,9,1
Canva,ecomex GmbH & Co. KG,1,10396775621,Bild- und Videoerstellung mit Canva & KI,10,1
Canva,DCI Digital Career Institute GmbH,0,10408498734,Content Creator - Bildgestaltung mit Canva,11,1
Canva,Learnix GmbH,0,10398772685,Canva Magic Studio,12,1
Canva,FiGD Akademie für Medienentwicklung,0,10280569364,"Applied UX/UI Design und Cross-Plattform Social Media Interface Development mit Figma, Canva und DaVincii",13,1
Canva,AFZ Aus- und Fortbildungszentrum Rostock GmbH,0,10362727934,"Canva kreativ nutzen - Design für Social Media, Print & Co.",14,1
Canva,future Training & Consulting GmbH,0,10410922855,Professionelles Arbeiten mit der Affinity Suite,15,1
Canva,future Training & Consulting GmbH,0,10408516428,Professionelles Arbeiten mit der Affinity Suite,16,1
Canva,IBB Institut für Berufliche Bildung AG,0,10410599155,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",17,1
Canva,TÜV Rheinland Akademie GmbH,0,10396944504,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",18,1
Canva,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,0,10396115256,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",19,1
Canva,TERTIA Berufsförderung GmbH & Co. KG,0,10399326507,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",20,1
Canva,Lecturio GmbH,0,10398946023,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",21,2
Canva,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,0,10397001792,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",22,2
Canva,Wirtschaftsakademie Küster GmbH,0,10351116964,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",23,2
Canva,isb Institut für Schulung und Beruf,0,10309679943,"Künstliche Intelligenz - KI-basierte Tools und Techniken für Grafik, Design und Werbung",24,2
Canva,Berger Bildungsinstitut GmbH,0,10403427111,Refresh & Restart Advanced: Adobe Creative Suite - Wiedereinstieg und KI für vielseitige Anwendungen,25,2
Canva Lernen,Talentspring Academy Group,0,10407874329,Canva,1,1
Canva Lernen,Talentspring Academy Group,0,10407915088,Grafikdesign mit Canva,2,1
Canva Lernen,future Training & Consulting GmbH,0,10410878834,Canva - Professionelle Content Creation,3,1
Canva Lernen,future Training & Consulting GmbH,0,10408505930,Canva - Professionelle Content Creation,4,1
Canva Lernen,ecomex GmbH & Co. KG,1,10396775621,Bild- und Videoerstellung mit Canva & KI,5,1
Canva Lernen,Learnix GmbH,0,10398772685,Canva Magic Studio,6,1
Canva Lernen,FiGD Akademie für Medienentwicklung,0,10280569364,"Applied UX/UI Design und Cross-Plattform Social Media Interface Development mit Figma, Canva und DaVincii",7,1
Canva Lernen,AFZ Aus- und Fortbildungszentrum Rostock GmbH,0,10362727934,"Canva kreativ nutzen - Design für Social Media, Print & Co.",8,1
Canva Lernen,ecomex GmbH & Co. KG,1,10400963556,KI-gestützte Content Creation: Bilder & Videos für Social Media und Web,9,1
Canva Lernen,ecomex GmbH & Co. KG,1,10404755211,KI im Büroalltag - ChatGPT & Co.,10,1
Canva Lernen,ecomex GmbH & Co. KG,1,10338436236,KI-Anwendung & Agile Arbeitsmethoden,11,1
Canva Lernen,ecomex GmbH & Co. KG,1,10338434926,KI Anwendung & Implementierung,12,1
Canva Lernen,ecomex GmbH & Co. KG,1,10338433210,KI-Manager:in,13,1
Canva Lernen,future Training & Consulting GmbH,0,10410922491,Professionelle Bildbearbeitung mit Affinity,14,1
Canva Lernen,future Training & Consulting GmbH,0,10304764071,Professionelles Desktop Publishing mit Affinity,15,1
Canva Lernen,future Training & Consulting GmbH,0,9910833,Professionelles Grafikdesign mit Affinity,16,1
Canva Lernen,future Training & Consulting GmbH,0,10304763985,Professionelle Bildbearbeitung mit Affinity,17,1
Canva Lernen,future Training & Consulting GmbH,0,10410923003,Professionelles Grafikdesign mit Affinity,18,1
Canva Lernen,future Training & Consulting GmbH,0,10410922989,Professionelles Desktop Publishing mit Affinity,19,1
Canva Lernen,Berger Bildungsinstitut GmbH,0,10403427209,Adobe Premiere und After Effects - Effiziente Workflows und Videoproduktion mit KI,20,1
Canva Lernen,IBB Institut für Berufliche Bildung AG,0,10410718508,Adobe Premiere und After Effects - Effiziente Workflows und Videoproduktion mit KI,21,2
Canva Lernen,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,0,10403358162,"Adobe Creative Suite - Gestaltung, Praxis und KI für vielseitige Anwendungen",22,2
Canva Lernen,Lecturio GmbH,0,10398957660,Adobe Premiere und After Effects - Effiziente Workflows und Videoproduktion mit KI,23,2
Canva Lernen,Bildungswerk der Hessischen Wirtschaft e. V.,0,10403397812,"Adobe Creative Suite - Gestaltung, Praxis und KI für vielseitige Anwendungen",24,2
Canva Lernen,Berger Bildungsinstitut GmbH,0,10403426845,"Adobe Creative Suite - Gestaltung, Praxis und KI für vielseitige Anwendungen",25,2
Chat GPT,StackFuel GmbH,0,10397548801,Chat GPT-Modelle und Programmieren mit Python,1,1
Chat GPT,StackFuel GmbH,0,10397549329,Chat GPT-Modelle und BI,2,1
Chat GPT,StackFuel GmbH,0,10397548741,Chat GPT-Modelle und Data Science,3,1
Chat GPT,IntelliLearn Akademie GmbH,0,10407570969,Chat GPT & Coding: Promptarbeit und Dokumentation,4,1
Chat GPT,StackFuel GmbH,0,10397548687,Chat GPT-Modelle und Data Analysis,5,1
Chat GPT,New Horizons Akademie,0,10409856661,GenAIBIZ - Artificial Intelligence with generative AI Grundlagen - Making Chat GPT for YOU,6,1
Chat GPT,New Horizons Nord,0,10404419090,GenAIBIZ - Artificial Intelligence with generative AI Grundlagen - Making Chat GPT for YOU,7,1
Chat GPT,brainymotion München,0,10352326066,Chat GPT & Coding,8,1
Chat GPT,brainymotion,0,10406679803,Agile Coach mit Zusatzqualifikation Programmieren mit Transact-SQL,9,1
Chat GPT,brainymotion,0,10406660017,Projektmanager PRO mit Zusatzqualifikation Microsoft Azure - KI-Grundlagen,10,1
